plot,subplot,datasheet_number,subplot_size,individual_number,species_raw,genus,species,usda_code,growthform,bole_total,bole_n,arm_total,arm_n,measurement_variable,measurement,units,status,total_minishrub,notes,unknown_status,scientific_name_clean,measurement_variable_clean
LOLA_04,whole plot,4,NA,2C,FOSP,NA,NA,NA,NA,NA,NA,NA,NA,AlphaUp,40,NA,alive,NA,NA,NA,Fouquieria splendens,AlphaUp
LOLA_04,whole plot,4,NA,2C,FOSP,NA,NA,NA,NA,NA,NA,NA,NA,AlphaDown,17,NA,alive,NA,NA,NA,Fouquieria splendens,AlphaDown
LOLA_04,whole plot,4,NA,4C,CAGI,NA,NA,NA,NA,NA,NA,NA,NA,Height,120,cm,alive,NA,NA,NA,Carnegiea gigantea,Height
LOLA_04,whole plot,4,NA,4C,CAGI,NA,NA,NA,NA,NA,NA,NA,NA,ddh,12,cm,alive,NA,NA,NA,Carnegiea gigantea,ddh
LOLA_04,whole plot,4,NA,5C,FEWI,NA,NA,NA,NA,2,NA,NA,NA,Height,78,cm,alive,NA,NA,NA,Ferocactus wislizeni,Height
LOLA_04,whole plot,4,NA,5C,FEWI,NA,NA,NA,NA,2,1,NA,NA,MaxDiameter,39,cm,alive,NA,NA,NA,Ferocactus wislizeni,maxD
LOLA_04,whole plot,4,NA,5C,FEWI,NA,NA,NA,NA,2,2,NA,NA,PerpendiculartoMax,38,cm,alive,NA,NA,NA,Ferocactus wislizeni,max90D
LOLA_04,whole plot,4,NA,6C,FOSP,NA,NA,NA,NA,NA,NA,NA,NA,Height,335,cm,alive,NA,NA,NA,Fouquieria splendens,Height
LOLA_04,whole plot,4,NA,6C,FOSP,NA,NA,NA,NA,NA,NA,NA,NA,maxBaseCrownDiameter,12,cm,alive,NA,NA,NA,Fouquieria splendens,maxDbase
LOLA_04,whole plot,4,NA,6C,FOSP,NA,NA,NA,NA,NA,NA,NA,NA,ninetyBaseCrownDiameter,8,cm,alive,NA,NA,NA,Fouquieria splendens,max90Dbase
LOLA_04,whole plot,4,NA,6C,FOSP,NA,NA,NA,NA,NA,NA,NA,NA,EmergentStems,6,NA,alive,NA,NA,NA,Fouquieria splendens,EmergentStems
LOLA_04,whole plot,4,NA,7C,CYVE,NA,NA,NA,NA,NA,NA,NA,NA,Height,127,cm,dead,NA,NA,NA,Cylindropuntia versicolor,Height
LOLA_04,whole plot,4,NA,7C,CYVE,NA,NA,NA,NA,NA,NA,NA,NA,maxBaseCrownDiameter,11,cm,dead,NA,NA,NA,Cylindropuntia versicolor,maxDbase
LOLA_04,whole plot,4,NA,7C,CYVE,NA,NA,NA,NA,NA,NA,NA,NA,crownD,128,cm,dead,NA,NA,NA,Cylindropuntia versicolor,maxD
LOLA_04,whole plot,4,NA,7C,CYVE,NA,NA,NA,NA,NA,NA,NA,NA,crown90D,96,cm,dead,NA,NA,NA,Cylindropuntia versicolor,max90D
LOLA_04,whole plot,4,NA,8C,CAGI,NA,NA,NA,NA,NA,NA,NA,NA,Height,92,cm,alive,NA,NA,NA,Carnegiea gigantea,Height
LOLA_04,whole plot,4,NA,8C,CAGI,NA,NA,NA,NA,NA,NA,NA,NA,ddh,13,cm,alive,NA,NA,NA,Carnegiea gigantea,ddh
LOLA_04,whole plot,4,NA,9C,CYBI,NA,NA,NA,NA,NA,NA,NA,NA,Height,91,cm,alive,NA,NA,NA,Cylindropuntia bigelovii,Height
LOLA_04,whole plot,4,NA,9C,CYBI,NA,NA,NA,NA,NA,NA,NA,NA,maxBaseCrownDiameter,5,cm,alive,NA,NA,NA,Cylindropuntia bigelovii,maxDbase
LOLA_04,whole plot,4,NA,9C,CYBI,NA,NA,NA,NA,NA,NA,NA,NA,crownD,42,cm,alive,NA,NA,NA,Cylindropuntia bigelovii,maxD
LOLA_04,whole plot,4,NA,9C,CYBI,NA,NA,NA,NA,NA,NA,NA,NA,crown90D,32,cm,alive,NA,NA,NA,Cylindropuntia bigelovii,max90D
LOLA_04,whole plot,4,NA,10C,FOSP,NA,NA,NA,NA,NA,NA,NA,NA,Height,280,cm,alive,NA,NA,NA,Fouquieria splendens,Height
LOLA_04,whole plot,4,NA,10C,FOSP,NA,NA,NA,NA,NA,NA,NA,NA,maxBaseCrownDiameter,20,cm,alive,NA,NA,NA,Fouquieria splendens,maxDbase
LOLA_04,whole plot,4,NA,10C,FOSP,NA,NA,NA,NA,NA,NA,NA,NA,ninetyBaseCrownDiameter,16,cm,alive,NA,NA,NA,Fouquieria splendens,max90Dbase
LOLA_04,whole plot,4,NA,10C,FOSP,NA,NA,NA,NA,NA,NA,NA,NA,EmergentStems,3,NA,alive,NA,NA,NA,Fouquieria splendens,EmergentStems
LOLA_05,whole plot,1,NA,1,CAGI,NA,NA,NA,NA,NA,NA,NA,NA,Height,410,cm,alive,NA,NA,NA,Carnegiea gigantea,Height
LOLA_05,whole plot,1,NA,1,CAGI,NA,NA,NA,NA,NA,NA,NA,NA,ddh,27,cm,alive,NA,NA,NA,Carnegiea gigantea,ddh
LOLA_05,whole plot,1,NA,2,CAGI,NA,NA,NA,NA,NA,NA,NA,NA,Height,264,cm,alive,NA,NA,NA,Carnegiea gigantea,Height
LOLA_05,whole plot,1,NA,2,CAGI,NA,NA,NA,NA,NA,NA,NA,NA,ddh,22,cm,alive,NA,NA,NA,Carnegiea gigantea,ddh
LOLA_05,whole plot,1,NA,3,CAGI,NA,NA,NA,NA,NA,NA,NA,NA,Height,450,cm,alive,NA,NA,NA,Carnegiea gigantea,Height
LOLA_05,whole plot,1,NA,3,CAGI,NA,NA,NA,NA,NA,NA,NA,NA,ddh,24,cm,alive,NA,NA,NA,Carnegiea gigantea,ddh
LOLA_05,whole plot,1,NA,4,CAGI,NA,NA,NA,NA,NA,NA,NA,NA,Height,306,cm,alive,NA,NA,NA,Carnegiea gigantea,Height
LOLA_05,whole plot,1,NA,4,CAGI,NA,NA,NA,NA,NA,NA,NA,NA,ddh,14,cm,alive,NA,NA,NA,Carnegiea gigantea,ddh
LOLA_05,whole plot,1,NA,5,CAGI,NA,NA,NA,NA,NA,NA,NA,NA,Height,172,cm,alive,NA,NA,NA,Carnegiea gigantea,Height
LOLA_05,whole plot,1,NA,5,CAGI,NA,NA,NA,NA,NA,NA,NA,NA,ddh,17,cm,alive,NA,NA,NA,Carnegiea gigantea,ddh
LOLA_05,whole plot,1,NA,6,CAGI,NA,NA,NA,NA,NA,NA,NA,NA,Height,146,cm,alive,NA,NA,NA,Carnegiea gigantea,Height
LOLA_05,whole plot,1,NA,6,CAGI,NA,NA,NA,NA,NA,NA,NA,NA,ddh,15,cm,alive,NA,NA,NA,Carnegiea gigantea,ddh
LOLA_05,whole plot,1,NA,7,CAGI,NA,NA,NA,NA,NA,NA,NA,NA,Height,158,cm,alive,NA,NA,NA,Carnegiea gigantea,Height
LOLA_05,whole plot,1,NA,7,CAGI,NA,NA,NA,NA,NA,NA,NA,NA,ddh,15,cm,alive,NA,NA,NA,Carnegiea gigantea,ddh
LOLA_05,whole plot,1,NA,8,CAGI,NA,NA,NA,NA,NA,NA,NA,NA,Height,160,cm,alive,NA,NA,NA,Carnegiea gigantea,Height
LOLA_05,whole plot,1,NA,8,CAGI,NA,NA,NA,NA,NA,NA,NA,NA,ddh,14,cm,alive,NA,NA,NA,Carnegiea gigantea,ddh
LOLA_05,whole plot,1,NA,9,CAGI,NA,NA,NA,NA,NA,NA,NA,NA,Height,425,cm,alive,NA,NA,NA,Carnegiea gigantea,Height
LOLA_05,whole plot,1,NA,9,CAGI,NA,NA,NA,NA,NA,NA,NA,NA,ddh,25,cm,alive,NA,NA,NA,Carnegiea gigantea,ddh
LOLA_05,whole plot,7,NA,1,JACA,NA,NA,NA,NA,NA,NA,NA,NA,Height,106,cm,alive,24,NA,NA,Jatropha cardiophylla,Height
LOLA_05,whole plot,7,NA,1,JACA,NA,NA,NA,NA,NA,NA,NA,NA,crownD,52,cm,alive,24,NA,NA,Jatropha cardiophylla,maxD
LOLA_05,whole plot,7,NA,1,JACA,NA,NA,NA,NA,NA,NA,NA,NA,crown90D,62,cm,alive,24,NA,NA,Jatropha cardiophylla,max90D
LOLA_05,whole plot,7,NA,1,JACA,NA,NA,NA,NA,NA,NA,NA,NA,ddh,1,cm,alive,24,NA,NA,Jatropha cardiophylla,ddh
LOLA_05,whole plot,7,NA,1,JACA,NA,NA,NA,NA,NA,NA,NA,NA,dbh,0.1,cm,alive,24,NA,NA,Jatropha cardiophylla,dbh
LOLA_05,whole plot,7,NA,2,Lycium sp 2,NA,NA,NA,NA,NA,NA,NA,NA,Height,110,cm,alive,24,NA,NA,Lycium sp. (2),Height
LOLA_05,whole plot,7,NA,2,Lycium sp 2,NA,NA,NA,NA,NA,NA,NA,NA,crownD,88,cm,alive,24,NA,NA,Lycium sp. (2),maxD
LOLA_05,whole plot,7,NA,2,Lycium sp 2,NA,NA,NA,NA,NA,NA,NA,NA,crown90D,108,cm,alive,24,NA,NA,Lycium sp. (2),max90D
LOLA_05,whole plot,7,NA,2,Lycium sp 2,NA,NA,NA,NA,NA,NA,NA,NA,ddh,0.5,cm,alive,24,NA,NA,Lycium sp. (2),ddh
LOLA_05,whole plot,7,NA,2,Lycium sp 2,NA,NA,NA,NA,NA,NA,NA,NA,dbh,0.1,cm,alive,24,NA,NA,Lycium sp. (2),dbh
LOLA_05,whole plot,7,NA,3,JACA,NA,NA,NA,NA,NA,NA,NA,NA,Height,101,cm,alive,24,NA,NA,Jatropha cardiophylla,Height
LOLA_05,whole plot,7,NA,3,JACA,NA,NA,NA,NA,NA,NA,NA,NA,crownD,127,cm,alive,24,NA,NA,Jatropha cardiophylla,maxD
LOLA_05,whole plot,7,NA,3,JACA,NA,NA,NA,NA,NA,NA,NA,NA,crown90D,128,cm,alive,24,NA,NA,Jatropha cardiophylla,max90D
LOLA_05,whole plot,7,NA,3,JACA,NA,NA,NA,NA,NA,NA,NA,NA,ddh,1.5,cm,alive,24,NA,NA,Jatropha cardiophylla,ddh
LOLA_05,whole plot,7,NA,3,JACA,NA,NA,NA,NA,NA,NA,NA,NA,dbh,0.1,cm,alive,24,NA,NA,Jatropha cardiophylla,dbh
LOLA_05,whole plot,4,NA,1A,CYVE,NA,NA,NA,NA,NA,NA,NA,NA,Height,134,cm,alive,NA,NA,NA,Cylindropuntia versicolor,Height
LOLA_05,whole plot,4,NA,1A,CYVE,NA,NA,NA,NA,NA,NA,NA,NA,maxBaseCrownDiameter,7,cm,alive,NA,NA,NA,Cylindropuntia versicolor,maxDbase
LOLA_05,whole plot,4,NA,1A,CYVE,NA,NA,NA,NA,NA,NA,NA,NA,crownD,201,cm,alive,NA,NA,NA,Cylindropuntia versicolor,maxD
LOLA_05,whole plot,4,NA,1A,CYVE,NA,NA,NA,NA,NA,NA,NA,NA,crown90D,143,cm,alive,NA,NA,NA,Cylindropuntia versicolor,max90D
LOLA_05,whole plot,4,NA,2A,FOSP,NA,NA,NA,NA,NA,NA,NA,NA,Height,346,cm,alive,NA,NA,NA,Fouquieria splendens,Height
LOLA_05,whole plot,4,NA,2A,FOSP,NA,NA,NA,NA,NA,NA,NA,NA,maxBaseCrownDiameter,9,cm,alive,NA,NA,NA,Fouquieria splendens,maxDbase
LOLA_05,whole plot,4,NA,2A,FOSP,NA,NA,NA,NA,NA,NA,NA,NA,ninetyBaseCrownDiameter,8,cm,alive,NA,NA,NA,Fouquieria splendens,max90Dbase
LOLA_05,whole plot,4,NA,2A,FOSP,NA,NA,NA,NA,NA,NA,NA,NA,EmergentStems,3,NA,alive,NA,NA,NA,Fouquieria splendens,EmergentStems
LOLA_05,whole plot,4,NA,3A,FOSP,NA,NA,NA,NA,NA,NA,NA,NA,Height,316,cm,alive,NA,NA,NA,Fouquieria splendens,Height
LOLA_05,whole plot,4,NA,3A,FOSP,NA,NA,NA,NA,NA,NA,NA,NA,maxBaseCrownDiameter,7,cm,alive,NA,NA,NA,Fouquieria splendens,maxDbase
LOLA_05,whole plot,4,NA,3A,FOSP,NA,NA,NA,NA,NA,NA,NA,NA,ninetyBaseCrownDiameter,6,cm,alive,NA,NA,NA,Fouquieria splendens,max90Dbase
LOLA_05,whole plot,4,NA,3A,FOSP,NA,NA,NA,NA,NA,NA,NA,NA,EmergentStems,4,NA,alive,NA,NA,NA,Fouquieria splendens,EmergentStems
LOLA_05,whole plot,4,NA,4A,FOSP,NA,NA,NA,NA,NA,NA,NA,NA,Height,365,cm,alive,NA,NA,NA,Fouquieria splendens,Height
LOLA_05,whole plot,4,NA,4A,FOSP,NA,NA,NA,NA,NA,NA,NA,NA,maxBaseCrownDiameter,8,cm,alive,NA,NA,NA,Fouquieria splendens,maxDbase
LOLA_05,whole plot,4,NA,4A,FOSP,NA,NA,NA,NA,NA,NA,NA,NA,ninetyBaseCrownDiameter,6,cm,alive,NA,NA,NA,Fouquieria splendens,max90Dbase
LOLA_05,whole plot,4,NA,4A,FOSP,NA,NA,NA,NA,NA,NA,NA,NA,EmergentStems,4,NA,alive,NA,NA,NA,Fouquieria splendens,EmergentStems
LOLA_05,whole plot,4,NA,5A,CAGI,NA,NA,NA,NA,NA,NA,NA,NA,Height,49,cm,alive,NA,NA,NA,Carnegiea gigantea,Height
LOLA_05,whole plot,4,NA,5A,CAGI,NA,NA,NA,NA,NA,NA,NA,NA,ddh,9,cm,alive,NA,NA,NA,Carnegiea gigantea,ddh
LOLA_05,whole plot,4,NA,6A,FEWI,NA,NA,NA,NA,NA,NA,NA,NA,Height,41,cm,alive,NA,NA,NA,Ferocactus wislizeni,Height
LOLA_05,whole plot,4,NA,6A,FEWI,NA,NA,NA,NA,NA,NA,NA,NA,MaxDiameter,32,cm,alive,NA,NA,NA,Ferocactus wislizeni,maxD
LOLA_05,whole plot,4,NA,7A,CYVE,NA,NA,NA,NA,NA,NA,NA,NA,Height,87,cm,alive,NA,NA,NA,Cylindropuntia versicolor,Height
LOLA_05,whole plot,4,NA,7A,CYVE,NA,NA,NA,NA,NA,NA,NA,NA,maxBaseCrownDiameter,7,cm,alive,NA,NA,NA,Cylindropuntia versicolor,maxDbase
LOLA_05,whole plot,4,NA,7A,CYVE,NA,NA,NA,NA,NA,NA,NA,NA,crownD,118,cm,alive,NA,NA,NA,Cylindropuntia versicolor,maxD
LOLA_05,whole plot,4,NA,7A,CYVE,NA,NA,NA,NA,NA,NA,NA,NA,crown90D,51,cm,alive,NA,NA,NA,Cylindropuntia versicolor,max90D
LOLA_05,whole plot,4,NA,8A,CAGI,NA,NA,NA,NA,NA,NA,NA,NA,Height,38,cm,alive,NA,NA,NA,Carnegiea gigantea,Height
LOLA_05,whole plot,4,NA,8A,CAGI,NA,NA,NA,NA,NA,NA,NA,NA,ddh,7,cm,alive,NA,NA,NA,Carnegiea gigantea,ddh
LOLA_05,whole plot,4,NA,9A,CYVE,NA,NA,NA,NA,NA,NA,NA,NA,Height,100,cm,alive,NA,NA,NA,Cylindropuntia versicolor,Height
LOLA_05,whole plot,4,NA,9A,CYVE,NA,NA,NA,NA,NA,NA,NA,NA,maxBaseCrownDiameter,4,cm,alive,NA,NA,NA,Cylindropuntia versicolor,maxDbase
LOLA_05,whole plot,4,NA,9A,CYVE,NA,NA,NA,NA,NA,NA,NA,NA,crownD,82,cm,alive,NA,NA,NA,Cylindropuntia versicolor,maxD
LOLA_05,whole plot,4,NA,9A,CYVE,NA,NA,NA,NA,NA,NA,NA,NA,crown90D,64,cm,alive,NA,NA,NA,Cylindropuntia versicolor,max90D
LOLA_05,whole plot,4,NA,10A,CYVE,NA,NA,NA,NA,NA,NA,NA,NA,Height,78,cm,alive,NA,NA,NA,Cylindropuntia versicolor,Height
LOLA_05,whole plot,4,NA,10A,CYVE,NA,NA,NA,NA,NA,NA,NA,NA,maxBaseCrownDiameter,2.5,cm,alive,NA,NA,NA,Cylindropuntia versicolor,maxDbase
LOLA_05,whole plot,4,NA,10A,CYVE,NA,NA,NA,NA,NA,NA,NA,NA,crownD,42,cm,alive,NA,NA,NA,Cylindropuntia versicolor,maxD
LOLA_05,whole plot,4,NA,10A,CYVE,NA,NA,NA,NA,NA,NA,NA,NA,crown90D,34,cm,alive,NA,NA,NA,Cylindropuntia versicolor,max90D
LOLA_05,whole plot,4,NA,1B,FOSP,NA,NA,NA,NA,NA,NA,NA,NA,Height,126,cm,alive,NA,NA,NA,Fouquieria splendens,Height
LOLA_05,whole plot,4,NA,1B,FOSP,NA,NA,NA,NA,NA,NA,NA,NA,maxBaseCrownDiameter,5,cm,alive,NA,NA,NA,Fouquieria splendens,maxDbase
LOLA_05,whole plot,4,NA,1B,FOSP,NA,NA,NA,NA,NA,NA,NA,NA,ninetyBaseCrownDiameter,4,cm,alive,NA,NA,NA,Fouquieria splendens,max90Dbase
LOLA_05,whole plot,4,NA,1B,FOSP,NA,NA,NA,NA,NA,NA,NA,NA,EmergentStems,2,NA,alive,NA,NA,NA,Fouquieria splendens,EmergentStems
LOLA_05,whole plot,4,NA,2B,FOSP,NA,NA,NA,NA,NA,NA,NA,NA,Height,389,cm,alive,NA,NA,NA,Fouquieria splendens,Height
LOLA_05,whole plot,4,NA,2B,FOSP,NA,NA,NA,NA,NA,NA,NA,NA,maxBaseCrownDiameter,11,cm,alive,NA,NA,NA,Fouquieria splendens,maxDbase
LOLA_05,whole plot,4,NA,2B,FOSP,NA,NA,NA,NA,NA,NA,NA,NA,ninetyBaseCrownDiameter,14,cm,alive,NA,NA,NA,Fouquieria splendens,max90Dbase
LOLA_05,whole plot,4,NA,2B,FOSP,NA,NA,NA,NA,NA,NA,NA,NA,EmergentStems,8,NA,alive,NA,NA,NA,Fouquieria splendens,EmergentStems
LOLA_05,whole plot,4,NA,3B,FOSP,NA,NA,NA,NA,NA,NA,NA,NA,Height,386,cm,alive,NA,NA,NA,Fouquieria splendens,Height
LOLA_05,whole plot,4,NA,3B,FOSP,NA,NA,NA,NA,NA,NA,NA,NA,maxBaseCrownDiameter,14,cm,alive,NA,NA,NA,Fouquieria splendens,maxDbase
LOLA_05,whole plot,4,NA,3B,FOSP,NA,NA,NA,NA,NA,NA,NA,NA,ninetyBaseCrownDiameter,12,cm,alive,NA,NA,NA,Fouquieria splendens,max90Dbase
LOLA_05,whole plot,4,NA,3B,FOSP,NA,NA,NA,NA,NA,NA,NA,NA,EmergentStems,8,NA,alive,NA,NA,NA,Fouquieria splendens,EmergentStems
LOLA_05,whole plot,4,NA,4B,CYVE,NA,NA,NA,NA,NA,NA,NA,NA,Height,160,cm,dead,NA,NA,NA,Cylindropuntia versicolor,Height
LOLA_05,whole plot,4,NA,4B,CYVE,NA,NA,NA,NA,NA,NA,NA,NA,maxBaseCrownDiameter,19,cm,dead,NA,NA,NA,Cylindropuntia versicolor,maxDbase
LOLA_05,whole plot,4,NA,4B,CYVE,NA,NA,NA,NA,NA,NA,NA,NA,crownD,225,cm,dead,NA,NA,NA,Cylindropuntia versicolor,maxD
LOLA_05,whole plot,4,NA,4B,CYVE,NA,NA,NA,NA,NA,NA,NA,NA,crown90D,177,cm,dead,NA,NA,NA,Cylindropuntia versicolor,max90D
LOLA_05,whole plot,4,NA,5B,CYVE,NA,NA,NA,NA,NA,NA,NA,NA,Height,114,cm,alive,NA,NA,NA,Cylindropuntia versicolor,Height
LOLA_05,whole plot,4,NA,5B,CYVE,NA,NA,NA,NA,NA,NA,NA,NA,maxBaseCrownDiameter,7,cm,alive,NA,NA,NA,Cylindropuntia versicolor,maxDbase
LOLA_05,whole plot,4,NA,5B,CYVE,NA,NA,NA,NA,NA,NA,NA,NA,crownD,136,cm,alive,NA,NA,NA,Cylindropuntia versicolor,maxD
LOLA_05,whole plot,4,NA,5B,CYVE,NA,NA,NA,NA,NA,NA,NA,NA,crown90D,151,cm,alive,NA,NA,NA,Cylindropuntia versicolor,max90D
LOLA_06,whole plot,1,NA,1,CAGI,NA,NA,NA,NA,NA,NA,NA,NA,Height,134,cm,alive,NA,NA,NA,Carnegiea gigantea,Height
LOLA_06,whole plot,1,NA,1,CAGI,NA,NA,NA,NA,NA,NA,NA,NA,ddh,11,cm,alive,NA,NA,NA,Carnegiea gigantea,ddh
LOLA_06,whole plot,1,NA,2,CAGI,NA,NA,NA,NA,NA,NA,1,1,ArmLength1,57,cm,alive,NA,NA,NA,Carnegiea gigantea,ArmLength1
LOLA_06,whole plot,1,NA,2,CAGI,NA,NA,NA,NA,NA,NA,1,NA,ddh,26,cm,alive,NA,NA,NA,Carnegiea gigantea,ddh
LOLA_06,whole plot,1,NA,2,CAGI,NA,NA,NA,NA,NA,NA,1,NA,distance,5,m,alive,NA,NA,NA,Carnegiea gigantea,Distance
LOLA_06,whole plot,1,NA,2,CAGI,NA,NA,NA,NA,NA,NA,1,NA,AlphaUp,26,NA,alive,NA,NA,NA,Carnegiea gigantea,AlphaUp
LOLA_06,whole plot,1,NA,2,CAGI,NA,NA,NA,NA,NA,NA,1,NA,AlphaDown,28,NA,alive,NA,NA,NA,Carnegiea gigantea,AlphaDown
LOLA_06,whole plot,1,NA,2,CAGI,NA,NA,NA,NA,NA,NA,1,NA,Height,510,cm,alive,NA,NA,NA,Carnegiea gigantea,Height
LOLA_06,whole plot,1,NA,3,CAGI,NA,NA,NA,NA,NA,NA,NA,NA,Height,313,cm,alive,NA,NA,NA,Carnegiea gigantea,Height
LOLA_06,whole plot,1,NA,3,CAGI,NA,NA,NA,NA,NA,NA,NA,NA,ddh,20,cm,alive,NA,NA,NA,Carnegiea gigantea,ddh
LOLA_06,whole plot,1,NA,4,CAGI,NA,NA,NA,NA,NA,NA,NA,NA,Height,306,cm,alive,NA,NA,NA,Carnegiea gigantea,Height
LOLA_06,whole plot,1,NA,4,CAGI,NA,NA,NA,NA,NA,NA,NA,NA,ddh,24,cm,alive,NA,NA,NA,Carnegiea gigantea,ddh
LOLA_06,whole plot,1,NA,5,CAGI,NA,NA,NA,NA,NA,NA,NA,NA,Height,230,cm,alive,NA,NA,NA,Carnegiea gigantea,Height
LOLA_06,whole plot,1,NA,5,CAGI,NA,NA,NA,NA,NA,NA,NA,NA,ddh,24,cm,alive,NA,NA,NA,Carnegiea gigantea,ddh
LOLA_06,whole plot,1,NA,6,CAGI,NA,NA,NA,NA,NA,NA,NA,NA,Height,368,cm,alive,NA,NA,NA,Carnegiea gigantea,Height
LOLA_06,whole plot,1,NA,6,CAGI,NA,NA,NA,NA,NA,NA,NA,NA,ddh,22,cm,alive,NA,NA,NA,Carnegiea gigantea,ddh
LOLA_06,whole plot,1,NA,7,CAGI,NA,NA,NA,NA,NA,NA,1,1,ArmLength1,70,cm,alive,NA,NA,NA,Carnegiea gigantea,ArmLength1
LOLA_06,whole plot,1,NA,7,CAGI,NA,NA,NA,NA,NA,NA,1,NA,ddh,30,cm,alive,NA,NA,NA,Carnegiea gigantea,ddh
LOLA_06,whole plot,1,NA,7,CAGI,NA,NA,NA,NA,NA,NA,1,NA,distance,500,cm,alive,NA,NA,NA,Carnegiea gigantea,Distance
LOLA_06,whole plot,1,NA,7,CAGI,NA,NA,NA,NA,NA,NA,1,NA,AlphaUp,25,NA,alive,NA,NA,NA,Carnegiea gigantea,AlphaUp
LOLA_06,whole plot,1,NA,7,CAGI,NA,NA,NA,NA,NA,NA,1,NA,AlphaDown,33,NA,alive,NA,NA,NA,Carnegiea gigantea,AlphaDown
LOLA_06,whole plot,1,NA,7,CAGI,NA,NA,NA,NA,NA,NA,1,NA,Height,558,cm,alive,NA,NA,NA,Carnegiea gigantea,Height
LOLA_06,whole plot,1,NA,8,CAGI,NA,NA,NA,NA,NA,NA,NA,NA,Height,326,cm,alive,NA,NA,NA,Carnegiea gigantea,Height
LOLA_06,whole plot,1,NA,8,CAGI,NA,NA,NA,NA,NA,NA,NA,NA,ddh,23,cm,alive,NA,NA,NA,Carnegiea gigantea,ddh
LOLA_06,whole plot,1,NA,9,CAGI,NA,NA,NA,NA,NA,NA,NA,NA,Height,182,cm,alive,NA,NA,NA,Carnegiea gigantea,Height
LOLA_06,whole plot,1,NA,9,CAGI,NA,NA,NA,NA,NA,NA,NA,NA,ddh,16,cm,alive,NA,NA,NA,Carnegiea gigantea,ddh
LOLA_06,whole plot,1,NA,10,CAGI,NA,NA,NA,NA,NA,NA,NA,NA,Height,119,cm,alive,NA,NA,NA,Carnegiea gigantea,Height
LOLA_06,whole plot,1,NA,10,CAGI,NA,NA,NA,NA,NA,NA,NA,NA,ddh,12,cm,alive,NA,NA,NA,Carnegiea gigantea,ddh
LOLA_06,whole plot,1,NA,11,CAGI,NA,NA,NA,NA,NA,NA,NA,NA,Height,290,cm,alive,NA,NA,NA,Carnegiea gigantea,Height
LOLA_06,whole plot,1,NA,11,CAGI,NA,NA,NA,NA,NA,NA,NA,NA,ddh,16,cm,alive,NA,NA,NA,Carnegiea gigantea,ddh
LOLA_06,whole plot,1,NA,12,CAGI,NA,NA,NA,NA,NA,NA,NA,NA,Height,306,cm,alive,NA,NA,NA,Carnegiea gigantea,Height
LOLA_06,whole plot,1,NA,12,CAGI,NA,NA,NA,NA,NA,NA,NA,NA,ddh,23,cm,alive,NA,NA,NA,Carnegiea gigantea,ddh
LOLA_06,5,7,25,6,ENFA,NA,NA,NA,NA,NA,NA,NA,NA,Height,79,cm,alive,140,NA,NA,Encelia farinosa,Height
LOLA_06,5,7,25,6,ENFA,NA,NA,NA,NA,NA,NA,NA,NA,crownD,128,cm,alive,140,NA,NA,Encelia farinosa,maxD
LOLA_06,5,7,25,6,ENFA,NA,NA,NA,NA,NA,NA,NA,NA,crown90D,108,cm,alive,140,NA,NA,Encelia farinosa,max90D
LOLA_06,5,7,25,6,ENFA,NA,NA,NA,NA,NA,NA,NA,NA,ddh,1.1,cm,alive,140,NA,NA,Encelia farinosa,ddh
LOLA_06,5,7,25,7,JACA,NA,NA,NA,NA,NA,NA,NA,NA,Height,93,cm,alive,140,NA,NA,Jatropha cardiophylla,Height
LOLA_06,5,7,25,7,JACA,NA,NA,NA,NA,NA,NA,NA,NA,crownD,144,cm,alive,140,NA,NA,Jatropha cardiophylla,maxD
LOLA_06,5,7,25,7,JACA,NA,NA,NA,NA,NA,NA,NA,NA,crown90D,111,cm,alive,140,NA,NA,Jatropha cardiophylla,max90D
LOLA_06,5,7,25,7,JACA,NA,NA,NA,NA,NA,NA,NA,NA,ddh,1.5,cm,alive,140,NA,NA,Jatropha cardiophylla,ddh
LOLA_06,5,7,25,8,ENFA,NA,NA,NA,NA,NA,NA,NA,NA,Height,93,cm,alive,140,NA,NA,Encelia farinosa,Height
LOLA_06,5,7,25,8,ENFA,NA,NA,NA,NA,NA,NA,NA,NA,crownD,95,cm,alive,140,NA,NA,Encelia farinosa,maxD
LOLA_06,5,7,25,8,ENFA,NA,NA,NA,NA,NA,NA,NA,NA,crown90D,80,cm,alive,140,NA,NA,Encelia farinosa,max90D
LOLA_06,5,7,25,8,ENFA,NA,NA,NA,NA,NA,NA,NA,NA,ddh,1.1,cm,alive,140,NA,NA,Encelia farinosa,ddh
LOLA_06,2,3,25,1,CYVE,NA,NA,NA,NA,NA,NA,NA,NA,Height,132,cm,alive,NA,NA,NA,Cylindropuntia versicolor,Height
LOLA_06,2,3,25,1,CYVE,NA,NA,NA,NA,NA,NA,NA,NA,maxBaseCrownDiameter,10,cm,alive,NA,NA,NA,Cylindropuntia versicolor,maxDbase
LOLA_06,2,3,25,1,CYVE,NA,NA,NA,NA,NA,NA,NA,NA,crownD,172,cm,alive,NA,NA,NA,Cylindropuntia versicolor,maxD
LOLA_06,2,3,25,1,CYVE,NA,NA,NA,NA,NA,NA,NA,NA,crown90D,155,cm,alive,NA,NA,NA,Cylindropuntia versicolor,max90D
LOLA_06,2,3,25,4,PRVE,NA,NA,NA,NA,3,NA,NA,NA,Height,274,cm,alive,NA,NA,NA,Prosopis velutina,Height
